,,"1. Phạt tiền từ 80.000 đồng đến 100.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Không hỗ trợ, giúp đỡ hành khách đi xe là người cao tuổi, trẻ em không tự lên xuống xe được, người khuyết tật vận động hoặc khuyết tật thị giác;

b) Không mặc đồng phục, không đeo thẻ tên của nhân viên phục vụ trên xe theo quy định.

2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với nhân viên phục vụ trên xe buýt thực hiện hành vi: Thu tiền vé nhưng không trao vé cho hành khách; thu tiền vé cao hơn quy định.

3. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với nhân viên phục vụ trên xe vận chuyển hành khách theo tuyến cố định thực hiện hành vi: Thu tiền vé nhưng không trao vé cho hành khách; thu tiền vé cao hơn quy định.

4. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Sang nhượng hành khách dọc đường cho xe khác mà không được hành khách đồng ý; đe dọa, xúc phạm, tranh giành, lôi kéo hành khách; bắt ép hành khách sử dụng dịch vụ ngoài ý muốn;

b) Xuống khách để trốn tránh sự kiểm tra, kiểm soát của người có thẩm quyền.

5. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với hành vi hành hung hành khách.

6. Ngoài việc bị áp dụng hình thức xử phạt, người thực hiện hành vi vi phạm quy định tại khoản 2, khoản 3 Điều này (trường hợp thu tiền vé cao hơn quy định) còn bị áp dụng biện pháp khắc phục hậu quả: Buộc phải nộp lại số lợi bất hợp pháp có được do thực hiện vi phạm hành chính.",,"Điều 31. Xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm quy định về trật tự an toàn giao thông"
,,"1. Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với hành vi không thực hiện đúng quy định trong Giấy phép lưu hành, trừ các hành vi vi phạm quy định tại điểm a, điểm b khoản 3; điểm b, điểm c khoản 4 Điều này.

2. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với hành vi điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe vượt quá tải trọng cho phép của cầu, đường trên 10% đến 20%, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng.

3. Phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Chở hàng vượt khổ giới hạn của cầu, đường ghi trong Giấy phép lưu hành;

b) Điều khiển xe bánh xích tham gia giao thông không có Giấy phép lưu hành hoặc có Giấy phép lưu hành nhưng không còn giá trị sử dụng theo quy định hoặc lưu thông trực tiếp trên đường mà không thực hiện biện pháp bảo vệ đường theo quy định;

c) Điều khiển xe vượt quá khổ giới hạn của cầu, đường hoặc chở hàng vượt khổ giới hạn của cầu, đường tham gia giao thông, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng.

4. Phạt tiền từ 13.000.000 đồng đến 15.000.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe, người được chở trên xe) vượt quá tải trọng cho phép của cầu, đường trên 20% đến 50%, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng;

b) Điều khiển xe có Giấy phép lưu hành còn giá trị sử dụng nhưng tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe nếu có) vượt quá quy định trong Giấy phép lưu hành;

c) Điều khiển xe có Giấy phép lưu hành còn giá trị sử dụng nhưng đi không đúng tuyến đường quy định trong Giấy phép lưu hành.

5. Phạt tiền từ 40.000.000 đồng đến 50.000.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe, người được chở trên xe) vượt quá tải trọng cho phép của cầu, đường trên 50%, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng;

b) Không chấp hành việc kiểm tra tải trọng, khổ giới hạn xe khi có tín hiệu, hiệu lệnh yêu cầu kiểm tra tải trọng, khổ giới hạn xe; chuyển tải hoặc dùng các thủ đoạn khác để trốn tránh việc phát hiện xe chở quá tải, quá khổ.

6. Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi phạm còn bị áp dụng các hình thức xử phạt bổ sung sau đây:

a) Thực hiện hành vi quy định tại khoản 1, khoản 3, điểm a khoản 4 Điều này còn bị tước quyền sử dụng Giấy phép lái xe (khi điều khiển ô tô, máy kéo và các loại xe tương tự ô tô), chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ (khi điều khiển xe máy chuyên dùng) từ 01 tháng đến 03 tháng;

b) Thực hiện hành vi quy định tại điểm b, điểm c khoản 4 Điều này còn bị tước quyền sử dụng Giấy phép lái xe (khi điều khiển ô tô, máy kéo và các loại xe tương tự ô tô), chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ (khi điều khiển xe máy chuyên dùng) từ 02 tháng đến 04 tháng;

c) Thực hiện hành vi quy định tại khoản 5 Điều này còn bị tước quyền sử dụng Giấy phép lái xe (khi điều khiển ô tô, máy kéo và các loại xe tương tự ô tô), chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ (khi điều khiển xe máy chuyên dùng) từ 03 tháng đến 05 tháng.

7. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại khoản 1, khoản 2, khoản 3, khoản 4, khoản 5 Điều này nếu gây hư hại cầu, đường còn bị áp dụng biện pháp khắc phục hậu quả: Buộc phải khôi phục lại tình trạng ban đầu đã bị thay đổi do vi phạm hành chính gây ra.",,"Điều 33. Xử phạt người điều khiển xe bánh xích; xe quá tải trọng, quá khổ giới hạn của cầu, đường (kể cả xe ô tô chở hành khách)"
35,,"1. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với người điều khiển phương tiện giao thông cơ giới đường bộ gắn biển số nước ngoài thực hiện một trong các hành vi vi phạm sau đây:

a) Giấy tờ của phương tiện không có bản dịch sang tiếng Anh hoặc tiếng Việt theo quy định;

b) Xe chở khách không có danh sách hành khách theo quy định.

2. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Điều khiển phương tiện không gắn ký hiệu phân biệt quốc gia theo quy định;

b) Điều khiển phương tiện không có Giấy phép vận tải quốc tế, phù hiệu vận tải quốc tế liên vận theo quy định hoặc có nhưng đã hết giá trị sử dụng;

c) Vận chuyển hành khách hoặc hàng hóa không đúng với quy định tại Hiệp định vận tải đường bộ, Nghị định thư đã ký kết, trừ các hành vi vi phạm quy định tại khoản 1, khoản 3, khoản 4, khoản 5 Điều này.

3. Phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Điều khiển phương tiện không gắn biển số tạm thời hoặc gắn biển số tạm thời không do cơ quan có thẩm quyền cấp (nếu có quy định phải gắn biển số tạm thời);

b) Điều khiển xe ô tô có tay lái bên phải, xe ô tô hoặc xe mô tô của người nước ngoài vào Việt Nam du lịch tham gia giao thông mà không có xe dẫn đường theo quy định;

c) Điều khiển xe ô tô có tay lái bên phải, xe ô tô gắn biển số nước ngoài tham gia giao thông mà người điều khiển xe không đúng quốc tịch theo quy định.

4. Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với một trong các hành vi vi phạm sau đây:

a) Hoạt động quá phạm vi được phép hoạt động;

b) Lưu hành phương tiện trên lãnh thổ Việt Nam quá thời hạn quy định dưới 30 ngày.

5. Phạt tiền từ 30.000.000 đồng đến 35.000.000 đồng đối với hành vi lưu hành phương tiện trên lãnh thổ Việt Nam quá thời hạn quy định từ 30 ngày trở lên.

6. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại điểm b, điểm c khoản 2; điểm a khoản 3; điểm b khoản 4; khoản 5 Điều này còn bị áp dụng biện pháp khắc phục hậu quả: Buộc tái xuất phương tiện khỏi Việt Nam.",,Điều 35. Xử phạt người điều khiển phương tiện giao thông cơ giới đường bộ gắn biển số nước ngoài
39,,"1. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường sắt thực hiện một trong các hành vi vi phạm sau đây:
a) Không cung cấp hoặc cung cấp không đúng quy định nội dung thông tin hỗ trợ cảnh giới để thực hiện nhiệm vụ tại vị trí cảnh giới;
b) Không cung cấp hoặc cung cấp không đầy đủ trang thiết bị phục vụ cảnh giới theo quy định.
2. Phạt tiền từ 6.000.000 đồng đến 8.000.000 đồng đối với doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt quốc gia, tổ chức được giao quản lý, bảo trì kết cấu hạ tầng đường sắt quốc gia, chủ sở hữu đường sắt chuyên dùng có cầu chung thực hiện một trong các hành vi vi phạm sau đây:
a) Không có phương thức chỉ huy, liên lạc giữa nhà gác hai đầu cầu để điều khiển giao thông trên cầu bảo đảm thông suốt, an toàn theo quy định;
b) Không tổ chức kết nối tín hiệu đường sắt, đường bộ tại khu vực cầu chung do doanh nghiệp quản lý theo quy định.
3. Phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng đối với tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường bộ, doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt, tổ chức được giao quản lý, bảo trì kết cấu hạ tầng đường sắt quốc gia, chủ sở hữu đường sắt chuyên dùng thực hiện một trong các hành vi vi phạm sau đây:
a) Không lắp đặt, lắp đặt không đúng, không đủ, không duy trì hoạt động bình thường hệ thống báo hiệu, tín hiệu, thiết bị tại đường ngang, cầu chung, không tổ chức thực hiện phòng vệ theo quy định;
b) Không thông báo kịp thời, không phối hợp với lực lượng chức năng điều hành giao thông để bảo đảm an toàn giao thông qua đường ngang khi xảy ra sự cố hư hỏng đèn báo hiệu trên đường bộ tại đường ngang thuộc phạm vi quản lý;
c) Không ban hành chế độ kiểm tra, bảo trì hệ thống kết nối tín hiệu thuộc phạm vi quản lý theo quy định;
d) Không lập kế hoạch xây dựng, bảo trì công trình, thiết bị hệ thống kết nối tín hiệu thuộc phạm vi quản lý theo quy định.
4. Ngoài việc bị áp dụng hình thức xử phạt, tổ chức được giao quản lý, khai thác, bảo trì kết cấu hạ tầng giao thông đường sắt, đường bộ thực hiện hành vi vi phạm quy định tại điểm a khoản 3 Điều này còn bị áp dụng biện pháp khắc phục hậu quả buộc phải lắp đặt đúng, đủ và duy trì hoạt động bình thường của hệ thống báo hiệu, tín hiệu, thiết bị, tổ chức thực hiện phòng vệ theo quy định.","Chương III
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG SẮT","Điều 39. Xử phạt các hành vi vi phạm quy định về lắp đặt hệ thống báo hiệu, thiết bị tại đường ngang, cầu chung; kết nối tín hiệu đèn giao thông đường bộ với tín hiệu đèn báo hiệu trên đường bộ tại đường ngang, cầu chung; cung cấp thông tin hỗ trợ cảnh giới tại các điểm giao cắt giữa đường bộ và đường sắt"
40,,"1. Phạt tiền từ 300.000 đồng đến 500.000 đồng đối với nhân viên khám xe thực hiện một trong các hành vi vi phạm sau đây:
a) Không thực hiện việc khám, sửa chữa đoàn tàu đi, đến hoặc thực hiện khám, sửa chữa đoàn tàu đi, đến không đúng, không đủ nội dung theo quy định;
b) Tiến hành sửa chữa toa xe trên đường sắt trong ga khi chưa thực hiện biện pháp phòng vệ theo quy định;
c) Để toa xe không bảo đảm quy chuẩn kỹ thuật quốc gia về an toàn kỹ thuật và bảo vệ môi trường nối vào đoàn tàu;
d) Không phát hiện hoặc phát hiện nhưng không sửa chữa kịp thời các hư hỏng của toa xe gây chậm tàu.
2. Phạt tiền từ 500.000 đồng đến 1.000.000 đồng đối với nhân viên điều độ chạy tàu ga, trực ban chạy tàu ga thực hiện hành vi lập tàu không đúng quy chuẩn kỹ thuật quốc gia về khai thác đường sắt.
3. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với nhân viên điều độ chạy tàu ga, trực ban chạy tàu ga thực hiện một trong các hành vi vi phạm sau đây:
a) Lập tàu có ghép nối toa xe không bảo đảm quy chuẩn kỹ thuật quốc gia về an toàn kỹ thuật và bảo vệ môi trường, trừ trường hợp di chuyển phương tiện chạy thử nghiệm, đưa phương tiện bị hư hỏng về cơ sở sửa chữa;
b) Lập tàu có ghép nối toa xe vận tải động vật, hàng hóa có mùi hôi thối, chất dễ cháy, dễ nổ, độc hại, hàng nguy hiểm khác vào tàu khách.
4. Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với trực ban chạy tàu ga, trưởng tàu, lái tàu, nhân viên khám xe thực hiện một trong các hành vi vi phạm sau đây:
a) Cho tàu chạy từ ga lập tàu hoặc các ga có quy định về thử hãm đoàn tàu mà không đủ áp lực hãm theo quy định;
b) Cho tàu chạy mà không thử hãm theo quy định.
5. Phạt tiền từ 3.000.000 đồng đến 4.000.000 đồng đối với doanh nghiệp kinh doanh vận tải đường sắt, doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt, chủ sở hữu đường sắt chuyên dùng thực hiện một trong các hành vi vi phạm sau đây:
a) Doanh nghiệp kinh doanh vận tải đường sắt không ban hành nội dung, chức danh đảm nhiệm việc khám kỹ thuật theo quy định;
b) Doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt, chủ sở hữu đường sắt chuyên dùng không quy định địa điểm, không giám sát việc khám kỹ thuật của đoàn tàu theo quy định.
6. Phạt tiền từ 4.000.000 đồng đến 5.000.000 đồng đối với tổ chức được giao sửa chữa, quản lý, vận dụng phương tiện giao thông đường sắt không có đầy đủ trang bị kỹ thuật, phụ tùng, vật tư cần thiết để phục vụ việc chỉnh bị, kiểm tra, lâm tu phương tiện giao thông đường sắt tại các trạm đầu máy, trạm khám chữa toa xe theo quy định.
7. Ngoài việc bị áp dụng hình thức xử phạt, cá nhân thực hiện hành vi vi phạm quy định tại khoản 4 Điều này còn bị áp dụng biện pháp khắc phục hậu quả buộc phải tổ chức thử hãm theo quy định.","Chương III
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG SẮT","Điều 40. Xử phạt các hành vi vi phạm quy định về khám, sửa chữa toa xe, lập tàu, thử hãm"
41,,"1. Phạt tiền từ 500.000 đồng đến 1.000.000 đồng đối với lái tàu điều khiển máy dồn, trưởng dồn, nhân viên ghép nối đầu máy, toa xe thực hiện một trong các hành vi vi phạm sau đây:
a) Cho đầu máy dịch chuyển khi chưa nhận được kế hoạch dồn hoặc tín hiệu của người chỉ huy dồn cho phép;
b) Vượt quá tốc độ dồn cho phép;
c) Dồn phóng, thả trôi từ dốc gù toa xe có ghi “cấm phóng”, toa xe khác theo quy định không được dồn phóng hoặc tại ga có quy định cấm dồn phóng;
d) Dồn phóng vào đường có toa xe đang tác nghiệp kỹ thuật, đang sửa chữa, đang xếp, dỡ hàng; dồn phóng vào đường nhánh trong khu gian, vào đường chưa được chiếu sáng đầy đủ hoặc khi có sương mù, mưa to, gió lớn;
đ) Để toa xe ngoài mốc tránh va chạm sau mỗi cú dồn, trừ các trường hợp đặc biệt theo quy định;
e) Để đầu máy, toa xe đỗ trên đường an toàn, đường lánh nạn khi không có lệnh của người có thẩm quyền;
g) Đặt chèn trên đường sắt tại các vị trí cấm đặt chèn;
h) Tiến hành dồn khi các toa xe trong đoàn dồn chưa treo hàm nối ống mềm vào chỗ quy định;
i) Để toa xe chưa dồn trên đường ga, đường nhánh trong khu gian, đường dùng riêng mà không nối liền với nhau, không siết chặt hãm tay ở hai đầu đoàn xe, không chèn chắc chắn.
2. Phạt tiền từ 1.000.000 đồng đến 1.500.000 đồng đối với lái tàu, trưởng dồn thực hiện hành vi dồn tàu ra khỏi giới hạn ga khi chưa có chứng vật chạy tàu cho đoàn dồn chiếm dụng khu gian.
3. Phạt tiền từ 1.500.000 đồng đến 2.000.000 đồng đối với trực ban chạy tàu ga hoặc điều độ chạy tàu ga thực hiện một trong các hành vi vi phạm sau đây:
a) Sau khi dồn xong vẫn để toa xe chở hàng nguy hiểm (chất nổ, chất cháy) chưa nối vào tàu nhưng không nối liền với nhau, không chèn chắc chắn, không để riêng trên một đường, không phòng vệ bằng tín hiệu di động “ngừng”;
b) Sau khi dồn xong vẫn để ghi dẫn vào đường chứa toa xe chở hàng nguy hiểm (chất nổ, chất cháy) không thông sang đường khác.
4. Ngoài việc bị áp dụng hình thức xử phạt cá nhân thực hiện hành vi vi phạm còn bị áp dụng các biện pháp khắc phục hậu quả sau đây:
a) Thực hiện hành vi quy định tại điểm a khoản 3 Điều này buộc phải để toa xe chở hàng nguy hiểm (chất nổ, chất cháy) theo đúng quy định về dồn tàu;
b) Thực hiện hành vi quy định tại điểm b khoản 3 Điều này buộc phải để ghi dẫn sang đường khác theo đúng quy định về dồn tàu.","Chương III
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG SẮT",Điều 41. Xử phạt các hành vi vi phạm quy định về dồn tàu
42,,"1. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với lái tàu, trưởng tàu hàng, phó trưởng tàu khách phụ trách an toàn, trực ban chạy tàu ga thực hiện hành vi không ký xác nhận vào phần nội dung tồn căn cảnh báo trong Giấy cảnh báo theo quy định.
2. Phạt tiền từ 400.000 đồng đến 500.000 đồng đối với lái tàu, trưởng tàu, phó trưởng tàu khách phụ trách an toàn, trực ban chạy tàu ga, nhân viên khám xe, nhân viên áp tải kỹ thuật theo tàu không tham gia thực hiện việc thử hãm đoàn tàu, không ghi đầy đủ các nội dung, không ký xác nhận vào Giấy xác nhận tác dụng hãm theo quy định.
3. Phạt tiền từ 1.000.000 đồng đến 3.000.000 đồng đối với lái tàu thực hiện một trong các hành vi vi phạm sau đây:
a) Điều khiển tàu chạy lùi khi sương mù, mưa to, gió lớn mà không xác nhận được tín hiệu;
b) Điều khiển tàu chạy lùi khi thông tin bị gián đoạn mà phía sau tàu đó có tàu chạy cùng chiều;
c) Điều khiển tàu chạy lùi trong khu gian đóng đường tự động khi chưa có lệnh;
d) Điều khiển tàu chạy tiến hoặc lùi trong trường hợp đã xin cứu viện mà chưa được phép bằng mệnh lệnh;
đ) Điều khiển tàu chạy lùi trong trường hợp tàu có đầu máy đẩy vào khu gian rồi trở về.
4. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với trực ban chạy tàu ga, lái tàu, trưởng tàu, nhân viên gác ghi thực hiện một trong các hành vi vi phạm sau đây:
a) Trực ban chạy tàu ga, lái tàu, trưởng tàu cho tàu chạy vào khu gian mà chưa có chứng vật chạy tàu;
b) Trực ban chạy tàu ga, nhân viên gác ghi để người không có phận sự thực hiện nhiệm vụ của mình khi không được phép.
5. Ngoài việc bị phạt tiền, người lái tàu thực hiện hành vi vi phạm quy định tại khoản 3, điểm a khoản 4 Điều này còn bị áp dụng hình thức xử phạt bổ sung tước quyền sử dụng Giấy phép lái tàu từ 01 tháng đến 03 tháng.","Chương III
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG SẮT",Điều 42. Xử phạt các hành vi vi phạm quy định về chạy tàu
43,,"1. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với nhân viên đường sắt thực hiện một trong các hành vi vi phạm sau đây:
a) Trực ban chạy tàu ga, gác ghi, gác đường ngang, gác cầu chung, gác hầm, tuần cầu, tuần đường, tuần hầm không đón, tiễn tàu hoặc tác nghiệp đón, tiễn tàu không đúng quy định trừ các hành vi vi phạm quy định tại khoản 2, khoản 3, khoản 4 Điều này;
b) Trực ban chạy tàu ga không ghi chép đầy đủ các mẫu điện tín;
c) Trực ban chạy tàu ga, gác đường ngang, gác cầu chung không ghi chép đầy đủ thông tin về giờ tàu chạy qua ga, chắn, cầu chung theo quy định.
2. Phạt tiền từ 500.000 đồng đến 1.000.000 đồng đối với trực ban chạy tàu ga để tàu đỗ trước cột tín hiệu vào ga khi không có lý do chính đáng.
3. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với nhân viên gác đường ngang, cầu chung không đóng chắn hoặc đóng chắn không đúng thời gian quy định.
4. Phạt tiền từ 2.000.000 đồng đến 4.000.000 đồng đối với trực ban chạy tàu ga thực hiện một trong các hành vi vi phạm sau đây:
a) Tổ chức đón tàu vào đường không thanh thoát mà không áp dụng các biện pháp an toàn theo quy định;
b) Đón, gửi nhầm tàu;
c) Đón, gửi tàu mà không thu chìa khóa ghi hoặc không áp dụng các biện pháp khống chế ghi;
d) Cho tàu chạy vào khu gian mà không thông báo cho nhân viên gác đường ngang, cầu chung theo quy định;
đ) Để phương tiện giao thông đường sắt khác chiếm dụng đường chính tuyến trong ga, trừ trường hợp bất khả kháng (tránh vượt tàu, dồn dịch, cứu hộ, cứu nạn);
e) Không thông báo cho trực ban chạy tàu ga đến, ga đi, nhân viên điều độ chạy tàu tuyến về số hiệu tàu, giờ thực tế tàu đến, đi, thông qua sau khi tàu đến, đi, thông qua ga theo quy định;
g) Không kiểm tra, không xác nhận việc dồn dịch gây ảnh hưởng, trở ngại đến đường đón, gửi tàu theo quy định.","Chương III
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG SẮT","Điều 43. Xử phạt các hành vi vi phạm quy định về đón, gửi tàu"
44,,"1. Phạt tiền từ 300.000 đồng đến 500.000 đồng đối với lái tàu, trưởng dồn, nhân viên ghép nối đầu máy toa xe thực hiện một trong các hành vi vi phạm sau đây:
a) Đã xác nhận được các tín hiệu dồn nhưng không kéo còi làm tín hiệu hô đáp;
b) Khi dồn tàu không thực hiện đúng các tín hiệu dồn theo quy định.
2. Phạt tiền từ 500.000 đồng đến 1.000.000 đồng đối với nhân viên gác đường ngang, cầu chung không điều hành giao thông khi chắn bị hỏng, đèn tín hiệu không hoạt động hoặc báo hiệu sai quy định.
3. Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với lái tàu, trưởng tàu, phó trưởng tàu khách phụ trách an toàn thực hiện một trong các hành vi vi phạm sau đây:
a) Lái tàu, trưởng tàu, phó trưởng tàu khách phụ trách an toàn cho tàu chạy khi chưa nhận được tín hiệu an toàn của trực ban chạy tàu ga hoặc người làm tín hiệu truyền
b) Lái tàu điều khiển tàu chạy vượt qua tín hiệu vào ga, ra ga đang ở trạng thái đóng khi chưa được phép của người chỉ huy chạy tàu ở ga;
c) Lái tàu không dừng tàu khi tàu đã đè lên pháo phòng vệ và pháo phòng vệ đã nổ bình thường;
d) Lái tàu tiếp tục cho tàu chạy khi đã nhận được tín hiệu ngừng tàu.
4. Ngoài việc bị phạt tiền, người lái tàu thực hiện hành vi vi phạm quy định tại điểm b, điểm c, điểm d khoản 3 Điều này còn bị áp dụng hình thức xử phạt bổ sung tước quyền sử dụng Giấy phép lái tàu từ 01 tháng đến 03 tháng.","Chương III
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG SẮT",Điều 44. Xử phạt các hành vi vi phạm quy định về chấp hành tín hiệu giao thông đường sắt
45,,"1. Phạt tiền từ 5.000.000 đồng đến 10.000.000 đồng đối với doanh nghiệp kinh doanh vận tải đường sắt không công bố hoặc công bố không đầy đủ nội dung biểu đồ chạy tàu theo quy định.
2. Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng đối với doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt quốc gia thực hiện một trong các hành vi sau đây:
a) Không công bố hoặc công bố không đầy đủ nội dung biểu đồ chạy tàu trên phương tiện thông tin đại chúng, trên trang thông tin điện tử của doanh nghiệp theo quy định;
b) Không công bố công khai công lệnh tải trọng, công lệnh tốc độ trên trang thông tin điện tử của doanh nghiệp theo quy định.
3. Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng đối với doanh nghiệp kinh doanh kết cấu hạ tầng đường sắt quốc gia thực hiện hành vi không xây dựng hoặc có xây dựng nhưng không đủ nội dung công lệnh tải trọng, công lệnh tốc độ, biểu đồ chạy tàu theo quy định.","Chương III
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG SẮT","Điều 45. Xử phạt các hành vi vi phạm quy định về xây dựng, công bố công lệnh tải trọng, công lệnh tốc độ, biểu đồ chạy tàu"
