,STT,Chunk,Context,Position
51,10,"10. Ngoài việc bị phạt tiền, cá nhân, tổ chức thực hiện hành vi vi phạm còn bị áp dụng các hình thức xử phạt bổ sung sau đây: a) Thực hiện hành vi vi phạm quy định tại điểm a, điểm b, điểm d, điểm đ, điểm h, điểm l, điểm o, điểm p, điểm r, điểm s, điểm t khoản 4; điểm d, điểm i, điểm k, điểm l, điểm n, điểm q khoản 6; điểm e khoản 7 Điều này bị tước quyền sử dụng phù hiệu từ 01 tháng đến 03 tháng (nếu có hoặc đã được cấp) đối với xe vi phạm; b) Thực hiện hành vi vi phạm quy định tại điểm i, điểm k khoản 4; điểm h khoản 6; điểm b khoản 7 Điều này bị tước quyền sử dụng giấy phép kinh doanh vận tải từ 01 tháng đến 03 tháng;","Văn bản này thuộc Điều 28 của Nghị định 100/2019/NĐ-CP, quy định về xử phạt các hành vi vi phạm trong lĩnh vực vận tải đường bộ. Điều này quy định mức phạt tiền cụ thể cho các hành vi vi phạm khác nhau liên quan đến vận tải, như không niêm yết thông tin, không thanh toán vé, hay hoạt động vận tải trái phép. Nội dung trong khoản 10 bổ sung thêm các hình thức xử phạt bổ sung, chẳng hạn như tước quyền sử dụng phù hiệu hoặc giấy phép kinh doanh vận tải cho các hành vi vi phạm nghiêm trọng."," Điểm: a,b, Khoản: 10, Điều: Điều 28. Xử phạt các hành vi vi phạm quy định về vận tải đường bộ, dịch vụ hỗ trợ vận tải đường bộ,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
52,10,"11. Ngoài việc bị áp dụng hình thức xử phạt, cá nhân, tổ chức thực hiện hành vi vi phạm còn bị áp dụng các biện pháp khắc phục hậu quả sau đây: a) Thực hiện hành vi quy định tại điểm a, điểm b, điểm c, điểm d, điểm đ khoản 2; điểm b khoản 4 Điều này buộc phải đăng ký, niêm yết đầy đủ, chính xác các thông tin theo quy định; b) Thực hiện hành vi quy định tại điểm d, điểm đ khoản 4 Điều này buộc phải gắn hộp đèn với chữ “TAXI” hoặc buộc phải niêm yết cụm từ “XE TAXI”, “XE HỢP ĐỒNG”, “XE DU LỊCH” theo đúng quy định; đ) Thực hiện hành vi quy định tại điểm h khoản 4 Điều này buộc phải ký hợp đồng với lái xe và nhân viên phục vụ trên xe theo quy định; e) Thực hiện hành vi quy định tại điểm i khoản 4 Điều này buộc phải xây dựng và thực hiện quy trình bảo đảm an toàn giao thông theo quy định; g) Thực hiện hành vi quy định tại điểm k khoản 4 Điều này buộc phải bố trí người trực tiếp điều hành hoạt động vận tải đủ điều kiện theo quy định; h) Thực hiện hành vi vi phạm quy định tại điểm n khoản 6 Điều này buộc lắp đặt đồng hồ tính tiền cước, thiết bị in hóa đơn trên xe theo đúng quy định; k) Thực hiện hành vi quy định tại điểm d khoản 6 Điều này (trường hợp thu tiền cước, tiền dịch vụ cao hơn quy định) buộc phải nộp lại số lợi bất hợp pháp có được do thực hiện vi phạm hành chính; l) Thực hiện hành vi quy định tại điểm k, điểm l khoản 6 Điều này buộc phải lập, cập nhật, lưu trữ đầy đủ, chính xác lý lịch phương tiện, lý lịch hành nghề của lái xe, các hồ sơ, tài liệu có liên quan trong quá trình quản lý, điều hành hoạt động vận tải của đơn vị theo quy định.","Điều 28 trong Nghị định 100/2019/NĐ-CP quy định về xử phạt các hành vi vi phạm trong lĩnh vực vận tải đường bộ, hướng đến việc kiểm soát và xử lý các vi phạm để đảm bảo an toàn và chính xác trong hoạt động vận tải. Nội dung tại vị trí này đề cập đến các biện pháp khắc phục hậu quả mà cá nhân, tổ chức vi phạm phải thực hiện, nhằm mục tiêu nâng cao trách nhiệm và tuân thủ quy định trong ngành giao thông đường bộ. "," Điểm: a,b,d,e,g,h,k,l, Khoản: 11, Điều: Điều 28. Xử phạt các hành vi vi phạm quy định về vận tải đường bộ, dịch vụ hỗ trợ vận tải đường bộ,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
53,11,"1. Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với cá nhân, từ 20.000.000 đồng đến 24.000.000 đồng đối với tổ chức thực hiện hành vi bán biển số phương tiện giao thông cơ giới đường bộ không phải là biển số do cơ quan nhà nước có thẩm quyền sản xuất hoặc không được cơ quan nhà nước có thẩm quyền cho phép.

2. Phạt tiền từ 30.000.000 đồng đến 35.000.000 đồng đối với cá nhân, từ 60.000.000 đồng đến 70.000.000 đồng đối với tổ chức thực hiện hành vi sản xuất biển số trái phép hoặc sản xuất, lắp ráp trái phép phương tiện giao thông cơ giới đường bộ.

3. Ngoài việc bị phạt tiền, cá nhân, tổ chức thực hiện hành vi vi phạm quy định tại khoản 1, khoản 2 Điều này còn bị áp dụng hình thức xử phạt bổ sung tịch thu biển số, phương tiện sản xuất, lắp ráp trái phép.

4. Ngoài việc bị áp dụng hình thức xử phạt, cá nhân, tổ chức thực hiện hành vi quy định tại khoản 1, khoản 2 Điều này còn bị áp dụng biện pháp khắc phục hậu quả: Buộc nộp lại số lợi bất hợp pháp có được do thực hiện vi phạm hành chính.","Bối cảnh: Điều 29 của Nghị định 100/2019/NĐ-CP nằm trong Chương II, quy định cụ thể về các hình thức xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ, đặc biệt chú trọng vào việc xử lý các hành vi sản xuất, lắp ráp và bán biển số phương tiện giao thông trái phép. Chương này đóng vai trò quan trọng trong việc duy trì trật tự và an toàn giao thông, qua đó ngăn chặn các hành vi vi phạm có thể gây ảnh hưởng đến an toàn của người tham gia giao thông."," Điều: Điều 29. Xử phạt hành vi sản xuất, lắp ráp trái phép phương tiện giao thông cơ giới đường bộ; sản xuất, bán biển số phương tiện giao thông cơ giới đường bộ trái phép,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
54,12,"Phạt tiền từ 80.000 đồng đến 100.000 đồng đối với một trong các hành vi vi phạm sau đây: Không hỗ trợ, giúp đỡ hành khách đi xe là người cao tuổi, trẻ em không tự lên xuống xe được, người khuyết tật vận động hoặc khuyết tật thị giác; Không mặc đồng phục, không đeo thẻ tên của nhân viên phục vụ trên xe theo quy định.","Bối cảnh: Điều 31 trong Nghị định 100/2019/NĐ-CP quy định cụ thể về các mức xử phạt đối với nhân viên phục vụ trên các phương tiện vận chuyển hành khách vi phạm quy định về an toàn giao thông, nằm trong Chương II của nghị định, từ đó nhấn mạnh tầm quan trọng của việc đảm bảo trật tự và an toàn giao thông trong lĩnh vực này. Vị trí: Điểm: a,b, Khoản: 1, Điều: Điều 31."," Điểm: a,b, Khoản: 1, Điều: Điều 31. Xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm quy định về trật tự an toàn giao thông,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
55,12,Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với nhân viên phục vụ trên xe buýt thực hiện hành vi: Thu tiền vé nhưng không trao vé cho hành khách; thu tiền vé cao hơn quy định.,"Điều 31 trong Chương II của Nghị định 100/2019/NĐ-CP quy định mức xử phạt đối với nhân viên phục vụ trên xe buýt và các phương tiện vận chuyển hành khách vi phạm an toàn giao thông, nhằm đảm bảo trật tự và an toàn trong lĩnh vực giao thông đường bộ. Nội dung của Điều này cụ thể đề cập đến các hành vi vi phạm như không trao vé khi thu tiền hoặc thu tiền vé cao hơn quy định, với mức phạt từ 100.000 đến 200.000 đồng."," Điểm: None, Khoản: 2, Điều: Điều 31. Xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm quy định về trật tự an toàn giao thông,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
56,12,Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với nhân viên phục vụ trên xe vận chuyển hành khách theo tuyến cố định thực hiện hành vi: Thu tiền vé nhưng không trao vé cho hành khách; thu tiền vé cao hơn quy định.,"Nội dung trong Điều 31 quy định về các mức xử phạt đối với nhân viên phục vụ trên xe buýt và các phương tiện vận chuyển hành khách nếu vi phạm quy định về trật tự an toàn giao thông, nằm trong Chương II của Nghị định 100/2019/NĐ-CP. Nghị định này tổng thể quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ, nhằm đảm bảo an toàn giao thông và quy chuẩn trong vận tải hành khách."," Điểm: None, Khoản: 3, Điều: Điều 31. Xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm quy định về trật tự an toàn giao thông,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
57,12,"Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau đây: Sang nhượng hành khách dọc đường cho xe khác mà không được hành khách đồng ý; đe dọa, xúc phạm, tranh giành, lôi kéo hành khách; bắt ép hành khách sử dụng dịch vụ ngoài ý muốn; Xuống khách để trốn tránh sự kiểm tra, kiểm soát của người có thẩm quyền.","Bối cảnh: Điều 31 của Nghị định 100/2019/NĐ-CP quy định mức xử phạt vi phạm đối với nhân viên phục vụ trên xe vận chuyển hành khách, nhằm đảm bảo an toàn giao thông và bảo vệ quyền lợi của hành khách. Điều này nằm trong Chương II, tổng hợp các quy định xử phạt hành chính liên quan đến hành vi vi phạm trong lĩnh vực giao thông đường bộ. Vị trí của đoạn văn bản ở Điểm: a,b Khoản: 4 trong Điều này phù hợp với nội dung tổng thể về mức xử phạt và biện pháp khắc phục hậu quả đối với các hành vi vi phạm trong lĩnh vực giao thông."," Điểm: a,b, Khoản: 4, Điều: Điều 31. Xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm quy định về trật tự an toàn giao thông,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
58,12,Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với hành vi hành hung hành khách.,"Điều 31 trong Chương II của Nghị định 100/2019/NĐ-CP quy định cụ thể về các mức xử phạt đối với nhân viên phục vụ trên các phương tiện vận chuyển hành khách vi phạm quy định về an toàn giao thông. Trong khung cảnh tổng thể của Nghị định này, điều quy định một loạt hành vi vi phạm và các hình thức xử phạt liên quan, nhằm đảm bảo trật tự và an toàn trong lĩnh vực giao thông đường bộ. Vị trí của đoạn văn bản: Điểm: None, Khoản: 5, Điều: Điều 31."," Điểm: None, Khoản: 5, Điều: Điều 31. Xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm quy định về trật tự an toàn giao thông,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
59,12,"Ngoài việc bị áp dụng hình thức xử phạt, người thực hiện hành vi vi phạm quy định tại khoản 2, khoản 3 Điều này (trường hợp thu tiền vé cao hơn quy định) còn bị áp dụng biện pháp khắc phục hậu quả: Buộc phải nộp lại số lợi bất hợp pháp có được do thực hiện vi phạm hành chính.","Điều 31 trong Chương II của Nghị định 100/2019/NĐ-CP cụ thể hóa mức xử phạt đối với nhân viên phục vụ trên các phương tiện vận chuyển hành khách vi phạm quy định an toàn giao thông. Điều này nhằm đảm bảo trật tự an toàn giao thông và khắc phục hậu quả vi phạm, nhấn mạnh trách nhiệm của nhân viên trong việc thực hiện quy định pháp luật."," Điểm: None, Khoản: 6, Điều: Điều 31. Xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm quy định về trật tự an toàn giao thông,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
60,13,"Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với hành vi không thực hiện đúng quy định trong Giấy phép lưu hành, trừ các hành vi vi phạm quy định tại điểm a, điểm b khoản 3; điểm b, điểm c khoản 4 Điều này. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với hành vi điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe vượt quá tải trọng cho phép của cầu, đường trên 10% đến 20%, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng.","Vị trí trong tài liệu: Điểm: None, Khoản: 1, Điều: Điều 33.

Bối cảnh: Nội dung này thuộc Điều 33 trong Chương II của Nghị định 100/2019/NĐ-CP, quy định về các mức xử phạt đối với người điều khiển xe bánh xích và các xe quá tải trọng, quá khổ giới hạn của cầu, đường trong lĩnh vực giao thông đường bộ. Điều này góp phần nhằm nâng cao mức độ tuân thủ các quy định giao thông và bảo đảm an toàn cho người tham gia giao thông."," Điểm: None, Khoản: 1, Điều: Điều 33. Xử phạt người điều khiển xe bánh xích; xe quá tải trọng, quá khổ giới hạn của cầu, đường (kể cả xe ô tô chở hành khách),  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
61,13,"Phạt tiền từ 8.000.000 đồng đến 10.000.000 đồng đối với một trong các hành vi vi phạm sau đây: a) Chở hàng vượt khổ giới hạn của cầu, đường ghi trong Giấy phép lưu hành; b) Điều khiển xe bánh xích tham gia giao thông không có Giấy phép lưu hành hoặc có Giấy phép lưu hành nhưng không còn giá trị sử dụng theo quy định hoặc lưu thông trực tiếp trên đường mà không thực hiện biện pháp bảo vệ đường theo quy định; c) Điều khiển xe vượt quá khổ giới hạn của cầu, đường hoặc chở hàng vượt khổ giới hạn của cầu, đường tham gia giao thông, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng.","Bối cảnh ngắn gọn: Nội dung trong Điều 33 của Nghị định 100/2019/NĐ-CP quy định về xử phạt cụ thể đối với hành vi vi phạm liên quan đến người điều khiển xe bánh xích và xe quá tải trong lĩnh vực giao thông đường bộ, nhằm đảm bảo an toàn và tuân thủ quy định khi tham gia giao thông. Vị trí: Điểm: a,b,c, Khoản: 3, Điều: Điều 33."," Điểm: a,b,c, Khoản: 3, Điều: Điều 33. Xử phạt người điều khiển xe bánh xích; xe quá tải trọng, quá khổ giới hạn của cầu, đường (kể cả xe ô tô chở hành khách),  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
62,13,"Phạt tiền từ 13.000.000 đồng đến 15.000.000 đồng đối với một trong các hành vi vi phạm sau đây: a) Điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe, người được chở trên xe) vượt quá tải trọng cho phép của cầu, đường trên 20% đến 50%, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng; b) Điều khiển xe có Giấy phép lưu hành còn giá trị sử dụng nhưng tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe nếu có) vượt quá quy định trong Giấy phép lưu hành; c) Điều khiển xe có Giấy phép lưu hành còn giá trị sử dụng nhưng đi không đúng tuyến đường quy định trong Giấy phép lưu hành.","Đoạn nội dung này nằm trong Điều 33 của Nghị định 100/2019/NĐ-CP, quy định các hình thức xử phạt đối với người điều khiển xe bánh xích và xe quá tải trọng. Điều này thuộc Chương II, tập trung vào các hành vi vi phạm hành chính trong lĩnh vực giao thông đường bộ, nhằm đảm bảo an toàn giao thông và khắc phục hậu quả vi phạm. Nội dung cụ thể đề cập đến mức phạt và các hành vi vi phạm liên quan đến trọng tải xe, nhằm ngăn ngừa sự cố và tai nạn giao thông."," Điểm: a,b,c, Khoản: 4, Điều: Điều 33. Xử phạt người điều khiển xe bánh xích; xe quá tải trọng, quá khổ giới hạn của cầu, đường (kể cả xe ô tô chở hành khách),  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
63,13,"Phạt tiền từ 40.000.000 đồng đến 50.000.000 đồng đối với một trong các hành vi vi phạm sau đây: a) Điều khiển xe mà tổng trọng lượng (khối lượng toàn bộ) của xe hoặc tải trọng trục xe (bao gồm cả hàng hóa xếp trên xe, người được chở trên xe) vượt quá tải trọng cho phép của cầu, đường trên 50%, trừ trường hợp có Giấy phép lưu hành còn giá trị sử dụng; b) Không chấp hành việc kiểm tra tải trọng, khổ giới hạn xe khi có tín hiệu, hiệu lệnh yêu cầu kiểm tra tải trọng, khổ giới hạn xe; chuyển tải hoặc dùng các thủ đoạn khác để trốn tránh việc phát hiện xe chở quá tải, quá khổ.","Bối cảnh: Nội dung tại Điều 33 của Nghị định 100/2019/NĐ-CP quy định về mức xử phạt đối với các hành vi vi phạm quy định về tải trọng và kích thước của xe trong lĩnh vực giao thông đường bộ. Điều này nằm trong Chương II, tập trung vào việc xử lý vi phạm hành chính để đảm bảo an toàn giao thông và bảo vệ hạ tầng giao thông, phản ánh cam kết của Nhà nước trong việc duy trì trật tự an toàn giao thông."," Điểm: a,b, Khoản: 5, Điều: Điều 33. Xử phạt người điều khiển xe bánh xích; xe quá tải trọng, quá khổ giới hạn của cầu, đường (kể cả xe ô tô chở hành khách),  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
64,13,"Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi phạm còn bị áp dụng các hình thức xử phạt bổ sung sau đây: a) Thực hiện hành vi quy định tại khoản 1, khoản 3, điểm a khoản 4 Điều này còn bị tước quyền sử dụng Giấy phép lái xe (khi điều khiển ô tô, máy kéo và các loại xe tương tự ô tô), chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ (khi điều khiển xe máy chuyên dùng) từ 01 tháng đến 03 tháng; b) Thực hiện hành vi quy định tại điểm b, điểm c khoản 4 Điều này còn bị tước quyền sử dụng Giấy phép lái xe (khi điều khiển ô tô, máy kéo và các loại xe tương tự ô tô), chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ (khi điều khiển xe máy chuyên dùng) từ 02 tháng đến 04 tháng; c) Thực hiện hành vi quy định tại khoản 5 Điều này còn bị tước quyền sử dụng Giấy phép lái xe (khi điều khiển ô tô, máy kéo và các loại xe tương tự ô tô), chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ (khi điều khiển xe máy chuyên dùng) từ 03 tháng đến 05 tháng.","Bối cảnh: Nội dung điều 33 trong Chương II của Nghị định 100/2019/NĐ-CP quy định về các hình thức xử phạt đối với người điều khiển xe bánh xích, xe quá tải trọng, và quá khổ giới hạn trong lĩnh vực giao thông đường bộ, nhằm bảo đảm an toàn giao thông và củng cố quản lý vi phạm hành chính trong lĩnh vực này. Vị trí: Điểm: a,b,c, Khoản: 6, Điều: Điều 33."," Điểm: a,b,c, Khoản: 6, Điều: Điều 33. Xử phạt người điều khiển xe bánh xích; xe quá tải trọng, quá khổ giới hạn của cầu, đường (kể cả xe ô tô chở hành khách),  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
65,13,"Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại khoản 1, khoản 2, khoản 3, khoản 4, khoản 5 Điều này nếu gây hư hại cầu, đường còn bị áp dụng biện pháp khắc phục hậu quả: Buộc phải khôi phục lại tình trạng ban đầu đã bị thay đổi do vi phạm hành chính gây ra.","Bối cảnh ngắn gọn: Đoạn nội dung này thuộc Điều 33 của Nghị định 100/2019/NĐ-CP, quy định về việc xử phạt người điều khiển xe bánh xích và xe quá tải trong lĩnh vực giao thông đường bộ. Nó nêu rõ các hình thức xử phạt vi phạm hành chính cụ thể cũng như biện pháp khắc phục hậu quả đối với những hành vi gây hư hại cho cầu, đường, nhằm tăng cường kiểm soát an toàn giao thông. 

Vị trí trong tài liệu: Điểm: None, Khoản: 7, Điều: Điều 33."," Điểm: None, Khoản: 7, Điều: Điều 33. Xử phạt người điều khiển xe bánh xích; xe quá tải trọng, quá khổ giới hạn của cầu, đường (kể cả xe ô tô chở hành khách),  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
66,14,Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với người điều khiển phương tiện giao thông cơ giới đường bộ gắn biển số nước ngoài thực hiện một trong các hành vi vi phạm sau đây: a) Giấy tờ của phương tiện không có bản dịch sang tiếng Anh hoặc tiếng Việt theo quy định; b) Xe chở khách không có danh sách hành khách theo quy định.,"Điều 35 trong Chương II của Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ có nội dung chi tiết về các mức phạt tiền đối với người điều khiển phương tiện giao thông cơ giới đường bộ gắn biển số nước ngoài. Các quy định này nhằm tăng cường ý thức chấp hành luật giao thông và đảm bảo an toàn cho người tham gia giao thông, đồng thời xác định rõ ràng các hành vi vi phạm cùng với mức xử phạt tương ứng."," Điểm: a,b, Khoản: 1, Điều: Điều 35. Xử phạt người điều khiển phương tiện giao thông cơ giới đường bộ gắn biển số nước ngoài,  Chương: Chương II
HÀNH VI VI PHẠM, HÌNH THỨC, MỨC XỬ PHẠT VÀ BIỆN PHÁP KHẮC PHỤC HẬU QUẢ VI PHẠM HÀNH CHÍNH TRONG LĨNH VỰC GIAO THÔNG ĐƯỜNG BỘ, Luật: Nghị định 100/2019/NĐ-CP quy định về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ và đường sắt"
